a01,1000,100000
a02,1000,100000
a02s,1000,100000
a03,1000,100000
a03s,1000,100000
a04,1000,100000
a10,5000,2500
a10s,5000,2500
a11,6000,3000
a12,7000,4000
a13,12000,8000
a2,1000,100000
a20,1000,100000
a20s,1000,100000
a21,1000,100000
a21s,1000,100000
a22,1000,100000
a22s,1000,100000
a23,1000,100000
a3,1000,100000
a30,1000,100000
a30s,1000,100000
a31,1000,100000
a32,14000,6000
a33,1000,100000
a40,1000,100000
a40s,1000,100000
a41,1000,100000
a42,1000,100000
a43,1000,100000
a5,1000,100000
a50,1000,100000
a50s,1000,100000
a51,10000,7000
a52,15000,11000
a52s,15000,11000
a53,1000,100000
a6,1000,100000
a6s,1000,100000
a6plus,1000,100000
a60,1000,100000
a7,1000,100000
a70,1000,100000
a70s,1000,100000
a71,14000,9000
a72,1000,100000
a73,1000,100000
a8,1000,100000
a8plus,1000,100000
a8s,1000,100000
a80,1000,100000
a9,1000,100000
a9s,1000,100000
a90,1000,100000
c5,1000,100000
c7,1000,100000
c8,1000,100000
c9,1000,100000
e5,1000,100000
e7,1000,100000
f13,1000,100000
f23,1000,100000
f42,1000,100000
f62,1000,100000
j1,1000,100000
j2,1000,100000
j3,1000,100000
j4,1000,100000
j5,1000,100000
j6,1000,100000
j7,1000,100000
j8,1000,100000
m01,1000,100000
m10,1000,100000
m11,7000,4000
m12,8000,4500
m13,1000,100000
m20,1000,100000
m21,1000,100000
m22,1000,100000
m23,1000,100000
m30,1000,100000
m31s,1000,100000
m32,1000,100000
m33,1000,100000
m34,1000,100000
m51,1000,100000
m52,1000,100000
m53,1000,100000
m62,1000,100000
s,1000,100000
s2,1000,100000
s3,1000,100000
s4,1000,100000
s5,1000,100000
s6,1000,100000
s7,1000,100000
s8,1000,100000
s8plus,1000,100000
s8+,1000,100000
s9,1000,100000
s9plus,1000,100000
s9+,1000,100000
s10,17000,10000
s10plus,18000,10000
s10+,18000,10000
s10e,17000,10000
s10lite,1000,100000
s20,25000,12000
s20plus,31000,12000
s20+,31000,12000
s20ultra,1000,100000
s20fe,1000,100000
s21,1000,100000
s21plus,1000,100000
s21+,1000,100000
s21ultra,1000,100000
s21fe,30000,15000
s22,1000,100000
s22plus,1000,100000
s22+,1000,100000
s22ultra,1000,100000
note,1000,100000
note2,1000,100000
note3,1000,100000
note4,1000,100000
note5,1000,100000
note6,1000,100000
note7,1000,100000
note8,1000,100000
note9,1000,100000
note10,1000,100000
note10lite,1000,100000
note10plus,1000,100000
note20,1000,100000
note20ultra,1000,100000
z,47000,20000
